Loading environment football failed: No module named 'gfootball'
-- 7.185823394916952
         24794382 function calls (23595294 primitive calls) in 7.519 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 hashlib.py:54(<module>)
        1    0.000    0.000    0.001    0.001 linecache.py:6(<module>)
       30    0.000    0.000    0.001    0.000 getlimits.py:43(<lambda>)
       36    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1048(exec_module)
        2    0.000    0.000    0.001    0.001 utils.py:1(<module>)
        1    0.000    0.000    0.001    0.001 api.py:11(<module>)
    10825    0.001    0.000    0.001    0.000 {method 'rstrip' of 'str' objects}
        1    0.001    0.001    0.001    0.001 {method 'read' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.001    0.001 request.py:68(<module>)
       14    0.000    0.000    0.001    0.000 _make.py:1168(_make_eq)
        1    0.000    0.000    0.001    0.001 pickle.py:24(<module>)
     4182    0.001    0.000    0.001    0.000 {method 'rpartition' of 'str' objects}
        1    0.000    0.000    0.001    0.001 typing.py:19(<module>)
     1609    0.001    0.000    0.001    0.000 {built-in method builtins.all}
        1    0.000    0.000    0.001    0.001 configparser.py:559(RawConfigParser)
     1596    0.000    0.000    0.001    0.000 helpers.py:170(step)
       36    0.001    0.000    0.001    0.000 {built-in method _imp.exec_dynamic}
        1    0.000    0.000    0.001    0.001 core.py:1(<module>)
     7980    0.001    0.000    0.001    0.000 helpers.py:477(ship_ids)
      822    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:62(_path_split)
        1    0.000    0.000    0.001    0.001 signals.py:1(<module>)
      633    0.001    0.000    0.001    0.000 helpers.py:47(map2)
        1    0.000    0.000    0.001    0.001 x509.py:5(<module>)
       57    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1445(path_hook_for_FileFinder)
     5309    0.001    0.000    0.001    0.000 validators.py:714(resolution_scope)
        1    0.000    0.000    0.001    0.001 oid.py:5(<module>)
        1    0.000    0.000    0.001    0.001 decoder.py:2(<module>)
      411    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:471(_validate_timestamp_pyc)
        1    0.001    0.001    0.001    0.001 signals.py:9(_InterruptHandler)
     1612    0.001    0.000    0.001    0.000 _utils.py:30(__iter__)
    14951    0.001    0.000    0.001    0.000 copy.py:190(_deepcopy_atomic)
       30    0.000    0.000    0.001    0.000 typing.py:630(copy_with)
        2    0.000    0.000    0.001    0.001 request.py:1(<module>)
        1    0.000    0.000    0.001    0.001 pathlib.py:1(<module>)
       12    0.000    0.000    0.001    0.000 _make.py:695(add_eq)
        1    0.000    0.000    0.001    0.001 loader.py:1(<module>)
        1    0.000    0.000    0.001    0.001 sessions.py:9(<module>)
        1    0.000    0.000    0.001    0.001 fftpack.py:32(<module>)
        2    0.000    0.000    0.001    0.001 dh.py:5(<module>)
       14    0.000    0.000    0.001    0.000 _make.py:231(_make_attr_tuple_class)
     1317    0.001    0.000    0.001    0.000 pathlib.py:666(_from_parsed_parts)
     1233    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:51(_r_long)
     1680    0.001    0.000    0.001    0.000 copyreg.py:87(__newobj__)
       24    0.000    0.000    0.001    0.000 typing.py:177(_subs_tvars)
       15    0.000    0.000    0.001    0.000 arrayprint.py:1499(_array_str_implementation)
     1596    0.000    0.000    0.001    0.000 helpers.py:165(player)
      490    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:176(cb)
       12    0.000    0.000    0.001    0.000 _make.py:679(add_init)
        1    0.000    0.000    0.001    0.001 _pmap.py:1(<module>)
        1    0.000    0.000    0.001    0.001 tokenize.py:21(<module>)
        2    0.000    0.000    0.001    0.000 __init__.py:250(version)
        2    0.000    0.000    0.001    0.000 six.py:21(<module>)
       44    0.000    0.000    0.001    0.000 core.py:146(get_object_signature)
       13    0.000    0.000    0.001    0.000 enum.py:654(<listcomp>)
        2    0.000    0.000    0.001    0.000 __init__.py:233(metadata)
      366    0.001    0.000    0.001    0.000 inspect.py:2750(__init__)
      633    0.001    0.000    0.001    0.000 helpers.py:260(to_point)
       15    0.001    0.000    0.001    0.000 arrayprint.py:463(wrapper)
       12    0.000    0.000    0.001    0.000 _make.py:1340(_make_init)
        1    0.000    0.000    0.001    0.001 ipaddress.py:9(<module>)
        1    0.000    0.000    0.001    0.001 datetime.py:5(<module>)
      189    0.000    0.000    0.001    0.000 sre_compile.py:411(_mk_bitmap)
     2475    0.001    0.000    0.001    0.000 _types.py:10(is_array)
     7980    0.001    0.000    0.001    0.000 helpers.py:601(players)
     1309    0.001    0.000    0.001    0.000 {method 'search' of 're.Pattern' objects}
     1596    0.000    0.000    0.001    0.000 helpers.py:175(remaining_overage_time)
      490    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:58(__init__)
     8448    0.001    0.000    0.001    0.000 helpers.py:374(position)
        1    0.000    0.000    0.001    0.001 result.py:1(<module>)
     2398    0.001    0.000    0.001    0.000 contextlib.py:305(__init__)
     1542    0.001    0.000    0.001    0.000 _validators.py:243(enum)
      136    0.000    0.000    0.001    0.000 sre_parse.py:96(closegroup)
     2407    0.001    0.000    0.001    0.000 core.py:406(<genexpr>)
        1    0.000    0.000    0.001    0.001 message.py:5(<module>)
        1    0.000    0.000    0.001    0.001 fromnumeric.py:3(<module>)
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
      945    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:416(parent)
        1    0.000    0.000    0.001    0.001 helpers.py:526(Board)
        1    0.001    0.001    0.001    0.001 {built-in method posix.read}
        2    0.000    0.000    0.001    0.000 __init__.py:32(message_from_string)
        2    0.000    0.000    0.001    0.000 ed25519.py:5(<module>)
        2    0.000    0.000    0.001    0.000 parser.py:60(parsestr)
     2398    0.001    0.000    0.001    0.000 {method 'getvalue' of '_io.StringIO' objects}
        1    0.000    0.000    0.001    0.001 adapters.py:9(<module>)
        1    0.000    0.000    0.001    0.001 string.py:15(<module>)
        1    0.000    0.000    0.001    0.001 extras.py:10(<module>)
       13    0.000    0.000    0.001    0.000 _make.py:1088(_make_hash)
        2    0.000    0.000    0.001    0.000 parser.py:42(parse)
        1    0.001    0.001    0.001    0.001 {built-in method _posixsubprocess.fork_exec}
     1328    0.001    0.000    0.001    0.000 pathlib.py:676(_format_parsed_parts)
      590    0.000    0.000    0.001    0.000 sre_compile.py:423(_simple)
       26    0.000    0.000    0.001    0.000 core.py:6567(__init__)
     2641    0.001    0.000    0.001    0.000 sre_parse.py:160(__len__)
        1    0.000    0.000    0.001    0.001 rps.py:1(<module>)
        1    0.000    0.000    0.001    0.001 difflib.py:27(<module>)
        1    0.000    0.000    0.001    0.001 modes.py:5(<module>)
       12    0.000    0.000    0.001    0.000 _make.py:667(add_hash)
     1490    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:859(__exit__)
      425    0.000    0.000    0.001    0.000 {built-in method builtins.sum}
        8    0.000    0.000    0.001    0.000 __init__.py:274(load)
       26    0.000    0.000    0.001    0.000 core.py:6572(getdoc)
      106    0.000    0.000    0.001    0.000 typing.py:110(_type_check)
       34    0.000    0.000    0.001    0.000 enum.py:177(<setcomp>)
     3319    0.001    0.000    0.001    0.000 {method 'replace' of 'str' objects}
        2    0.000    0.000    0.001    0.000 feedparser.py:173(feed)
      411    0.001    0.000    0.001    0.000 {built-in method _imp._fix_co_filename}
        1    0.000    0.000    0.001    0.001 arrayprint.py:5(<module>)
        2    0.000    0.000    0.001    0.000 hashes.py:5(<module>)
       12    0.000    0.000    0.001    0.000 __init__.py:299(loads)
     1715    0.001    0.000    0.001    0.000 sre_parse.py:286(tell)
        1    0.000    0.000    0.001    0.001 bz2.py:5(<module>)
  290/203    0.000    0.000    0.001    0.000 abc.py:141(__subclasscheck__)
       53    0.000    0.000    0.001    0.000 core.py:892(__init__)
        1    0.000    0.000    0.001    0.001 polynomial.py:4(<module>)
      192    0.000    0.000    0.001    0.000 abc.py:130(register)
     1490    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:855(__enter__)
     4788    0.001    0.000    0.001    0.000 helpers.py:485(<listcomp>)
       16    0.000    0.000    0.001    0.000 __init__.py:431(<genexpr>)
        1    0.000    0.000    0.001    0.001 ctypeslib.py:51(<module>)
        1    0.000    0.000    0.001    0.001 constant_time.py:5(<module>)
     1777    0.000    0.000    0.001    0.000 sre_parse.py:172(append)
        1    0.000    0.000    0.001    0.001 selectors.py:5(<module>)
  290/203    0.001    0.000    0.001    0.000 {built-in method _abc._abc_subclasscheck}
        4    0.000    0.000    0.001    0.000 feedparser.py:178(_call_parse)
       12    0.000    0.000    0.001    0.000 decoder.py:332(decode)
        1    0.000    0.000    0.001    0.001 helpers.py:24(Point)
        4    0.000    0.000    0.001    0.000 feedparser.py:218(_parsegen)
       39    0.000    0.000    0.001    0.000 _make.py:1058(_generate_unique_filename)
       25    0.001    0.000    0.001    0.000 {built-in method io.open}
     4305    0.001    0.000    0.001    0.000 {method 'startswith' of 'str' objects}
      192    0.000    0.000    0.001    0.000 {built-in method _abc._abc_register}
        1    0.000    0.000    0.001    0.001 filepost.py:1(<module>)
        1    0.000    0.000    0.001    0.001 football.py:1(<module>)
        1    0.000    0.000    0.001    0.001 config.py:351(BaseConfigurator)
        2    0.000    0.000    0.001    0.000 x448.py:5(<module>)
     2010    0.001    0.000    0.001    0.000 utils.py:79(__setattr__)
        2    0.000    0.000    0.001    0.000 response.py:1(<module>)
        1    0.000    0.000    0.001    0.001 dis.py:1(<module>)
        1    0.000    0.000    0.001    0.001 utils.py:4(<module>)
        4    0.000    0.000    0.001    0.000 core.py:123(doc_note)
      507    0.001    0.000    0.001    0.000 enum.py:376(__setattr__)
      693    0.000    0.000    0.001    0.000 typing.py:587(_is_dunder)
        1    0.000    0.000    0.001    0.001 socks.py:36(<module>)
     5889    0.001    0.000    0.001    0.000 helpers.py:396(next_action)
     1998    0.001    0.000    0.001    0.000 {built-in method time.perf_counter}
      492    0.000    0.000    0.001    0.000 sre_compile.py:249(_compile_charset)
      111    0.000    0.000    0.001    0.000 enum.py:836(__and__)
        1    0.000    0.000    0.001    0.001 scanner.py:2(<module>)
      366    0.000    0.000    0.001    0.000 inspect.py:484(unwrap)
       18    0.000    0.000    0.001    0.000 argparse.py:1322(add_argument)
      798    0.001    0.000    0.001    0.000 helpers.py:279(moves)
        2    0.000    0.000    0.001    0.000 __init__.py:10(<module>)
        1    0.000    0.000    0.001    0.001 base64.py:3(<module>)
        1    0.000    0.000    0.001    0.001 string.py:65(__init__)
     1680    0.000    0.000    0.001    0.000 _types.py:40(is_string)
        1    0.000    0.000    0.001    0.001 argparse.py:1619(__init__)
        4    0.000    0.000    0.001    0.000 re.py:205(split)
      842    0.000    0.000    0.001    0.000 typing.py:319(__hash__)
     5586    0.001    0.000    0.001    0.000 helpers.py:605(ships)
     1167    0.001    0.000    0.001    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.001    0.001 _pvector.py:1(<module>)
       12    0.001    0.000    0.001    0.000 decoder.py:343(raw_decode)
      189    0.001    0.000    0.001    0.000 sre_compile.py:413(<listcomp>)
     4788    0.001    0.000    0.001    0.000 helpers.py:473(shipyard_ids)
       19    0.000    0.000    0.001    0.000 _add_newdocs.py:6819(add_newdoc_for_scalar_type)
     1310    0.000    0.000    0.001    0.000 pathlib.py:779(name)
        1    0.000    0.000    0.001    0.001 ntpath.py:6(<module>)
        1    0.000    0.000    0.001    0.001 parse.py:28(<module>)
       57    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1319(__init__)
      411    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:401(_check_name_wrapper)
       14    0.000    0.000    0.001    0.000 __init__.py:435(_switch_path)
      417    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:35(_new_module)
     1039    0.001    0.000    0.001    0.000 {built-in method builtins.max}
        2    0.000    0.000    0.001    0.000 x25519.py:5(<module>)
     1293    0.000    0.000    0.001    0.000 {built-in method from_bytes}
       39    0.000    0.000    0.001    0.000 _inspect.py:142(formatargspec)
      798    0.000    0.000    0.001    0.000 helpers.py:628(current_player)
        5    0.000    0.000    0.001    0.000 six.py:90(__get__)
      798    0.000    0.000    0.001    0.000 helpers.py:231(collect_rate)
     2445    0.001    0.000    0.001    0.000 {built-in method builtins.iter}
        1    0.000    0.000    0.001    0.001 _parseaddr.py:7(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:627(SpooledTemporaryFile)
     2772    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
      806    0.000    0.000    0.000    0.000 validators.py:937(validator_for)
      479    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:792(find_spec)
      495    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:369(__init__)
      798    0.000    0.000    0.000    0.000 helpers.py:781(resolve_collision)
     3610    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 lzma.py:9(<module>)
        1    0.000    0.000    0.000    0.000 fields.py:1(<module>)
     2772    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        1    0.000    0.000    0.000    0.000 helpers.py:301(Cell)
     1428    0.000    0.000    0.000    0.000 {method 'getrandbits' of '_random.Random' objects}
        1    0.000    0.000    0.000    0.000 ctypeslib.py:359(_get_scalar_type_map)
        1    0.000    0.000    0.000    0.000 defchararray.py:17(<module>)
     1219    0.000    0.000    0.000    0.000 sre_parse.py:111(__init__)
     1527    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 _version_info.py:1(<module>)
      361    0.000    0.000    0.000    0.000 sre_parse.py:408(_uniq)
     1612    0.000    0.000    0.000    0.000 _collections_abc.py:698(__init__)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:370(<dictcomp>)
      115    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
        4    0.000    0.000    0.000    0.000 textwrap.py:414(dedent)
       51    0.000    0.000    0.000    0.000 _internal.py:840(_ufunc_doc_signature_formatter)
     1266    0.000    0.000    0.000    0.000 enum.py:351(__getitem__)
        1    0.000    0.000    0.000    0.000 type_check.py:3(<module>)
        1    0.000    0.000    0.000    0.000 escprober.py:28(<module>)
     1731    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
       13    0.000    0.000    0.000    0.000 _make.py:489(build_class)
     1051    0.000    0.000    0.000    0.000 enum.py:526(__new__)
      317    0.000    0.000    0.000    0.000 overrides.py:111(array_function_dispatch)
       53    0.000    0.000    0.000    0.000 {built-in method builtins.eval}
       39    0.000    0.000    0.000    0.000 uuid.py:757(uuid4)
